task,size,subset,positions,balanced_accuracy,macro_f1,auroc,ci95
seed0_init_l0_u_full_previous_transfer,full,all,4644,0.5,0.34202323604420515,0.6473610589944309,"[0.5, 0.5]"
seed0_init_l0_u_full_previous_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.5515128748591319,"[0.5, 0.5]"
seed0_init_l0_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l0_u_full_state_iid,full,all,20000,0.1023364395489133,0.04736027178675125,,"[0.09944867432829488, 0.10521444158948909]"
seed0_init_l10_h_full_A_iid,full,all,20000,0.6190863165632072,0.6191091040043318,0.6663671541882931,"[0.6084970785491953, 0.6290379789902832]"
seed0_init_l10_h_full_B_iid,full,all,20000,0.6087744161052034,0.6087549051614953,0.6500491572167989,"[0.5983227089338726, 0.6203448802371226]"
seed0_init_l10_h_full_C_iid,full,all,20000,0.6172140072239467,0.6143718510325201,0.6669578715579222,"[0.60590032710538, 0.6270254037656053]"
seed0_init_l10_h_full_D_iid,full,all,20000,0.6257565445428818,0.6258048017518152,0.6775869954126676,"[0.6147109824403504, 0.6368001949975798]"
seed0_init_l10_h_full_current_iid,full,all,20000,0.5914070166358785,0.591050859092476,0.6301953892636709,"[0.5843122160330958, 0.5985251446853674]"
seed0_init_l10_h_full_current_iid,full,current_ne_previous,9976,0.48696545536980407,0.4865443953263655,0.48182942161941417,"[0.4774522385899852, 0.49643411346218075]"
seed0_init_l10_h_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6387617330413714,"[0.5, 0.5]"
seed0_init_l10_h_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.47470312225568956,"[0.5, 0.5]"
seed0_init_l10_h_full_previous_iid,full,all,18617,0.6059290720981901,0.599076744851639,0.6513454736168977,"[0.597930162245714, 0.6145052073378194]"
seed0_init_l10_h_full_previous_iid,full,current_ne_previous,9976,0.5327105621099139,0.5243868172859385,0.5466069137493609,"[0.523348225400613, 0.5416815080848849]"
seed0_init_l10_h_full_previous_transfer,full,all,4644,0.514293675532488,0.35983401786848457,0.6521780644298394,"[0.5094129369426408, 0.519427737576447]"
seed0_init_l10_h_full_previous_transfer,full,current_ne_previous,2530,0.5049240546758831,0.35388435531842166,0.5434842530881598,"[0.5003424491308702, 0.5094405493721595]"
seed0_init_l10_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l10_h_full_state_iid,full,all,20000,0.11451630815819641,0.06231502832202042,,"[0.11135046455034568, 0.11738440516919219]"
seed0_init_l10_m_full_A_iid,full,all,20000,0.6197129403134997,0.6197105836376449,0.6667242967915997,"[0.6084062025690823, 0.6311314647197583]"
seed0_init_l10_m_full_B_iid,full,all,20000,0.6067445470571632,0.6067292019324442,0.6491110614884876,"[0.5954677132412615, 0.6185546428027594]"
seed0_init_l10_m_full_C_iid,full,all,20000,0.6141667212771675,0.6112758976711444,0.6659127400766537,"[0.6021649054748197, 0.6244781225998449]"
seed0_init_l10_m_full_D_iid,full,all,20000,0.6245171060456913,0.6245715950954072,0.6772517714389535,"[0.6138862314594276, 0.6346945160633128]"
seed0_init_l10_m_full_current_iid,full,all,20000,0.5901232318133953,0.5897774591420357,0.6295001125733729,"[0.5831971578493598, 0.5972465822051228]"
seed0_init_l10_m_full_current_iid,full,current_ne_previous,9976,0.48405642964863704,0.4836229830013117,0.48075759914337807,"[0.47448167632236155, 0.4940213196266441]"
seed0_init_l10_m_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6298362668770243,"[0.5, 0.5]"
seed0_init_l10_m_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.48722389697862556,"[0.5, 0.5]"
seed0_init_l10_m_full_previous_iid,full,all,18617,0.6053884069748954,0.6053836801613031,0.6511186905611022,"[0.5974277393487534, 0.6134776361705354]"
seed0_init_l10_m_full_previous_iid,full,current_ne_previous,9976,0.5315064198412163,0.5314746185655641,0.5468361421143513,"[0.521720657749151, 0.5410990269461391]"
seed0_init_l10_m_full_previous_transfer,full,all,4644,0.5741977849688477,0.525196048163479,0.6355304074513024,"[0.5591677917903742, 0.5894738606952281]"
seed0_init_l10_m_full_previous_transfer,full,current_ne_previous,2530,0.5233098797988126,0.46575801799800653,0.5307109627408196,"[0.5069974314935157, 0.5389455198997926]"
seed0_init_l10_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l10_m_full_state_iid,full,all,20000,0.11433570357963713,0.062176347167757856,,"[0.11149959959212433, 0.11696640097713022]"
seed0_init_l10_u_full_A_iid,full,all,20000,0.6208237241832031,0.6208308047565837,0.6668288158352728,"[0.6102439377850959, 0.6316152925606665]"
seed0_init_l10_u_full_B_iid,full,all,20000,0.6086911432235926,0.6086894577264177,0.650217624200072,"[0.5967318024121829, 0.6202459070973224]"
seed0_init_l10_u_full_C_iid,full,all,20000,0.6169139953164742,0.6140700288444423,0.6674916227425066,"[0.6057973037531127, 0.6271574194973314]"
seed0_init_l10_u_full_D_iid,full,all,20000,0.6268386499733398,0.6268966079695861,0.67760509993053,"[0.61610003713696, 0.6382965168162069]"
seed0_init_l10_u_full_current_iid,full,all,20000,0.5910643323998657,0.590755015229014,0.6306497861586314,"[0.5840596330962916, 0.5980584546166469]"
seed0_init_l10_u_full_current_iid,full,current_ne_previous,9976,0.4861789323738139,0.4858249208373736,0.48292853605754543,"[0.4770708768326691, 0.4952568391976263]"
seed0_init_l10_u_full_current_transfer,full,all,4979,0.5782869840554339,0.5412594754183289,0.6335240023393222,"[0.564713476837654, 0.5909745023209113]"
seed0_init_l10_u_full_current_transfer,full,current_ne_previous,2530,0.48548066411609214,0.4379000230979577,0.4713304135693396,"[0.4684182063485215, 0.5018525804427566]"
seed0_init_l10_u_full_previous_iid,full,all,18617,0.6045785697633292,0.60457229740644,0.6513266058209114,"[0.5964846215026836, 0.6125937585104915]"
seed0_init_l10_u_full_previous_iid,full,current_ne_previous,9976,0.5292894603989209,0.5292701729170335,0.5461497834328546,"[0.5192621723756365, 0.5393208997020033]"
seed0_init_l10_u_full_previous_transfer,full,all,4644,0.60388466382574,0.6036060375745196,0.6506187746367416,"[0.5872515710441919, 0.6213676472416239]"
seed0_init_l10_u_full_previous_transfer,full,current_ne_previous,2530,0.5276864005960369,0.5275173050646407,0.544193671983454,"[0.5071688871927302, 0.5485231436470178]"
seed0_init_l10_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l10_u_full_state_iid,full,all,20000,0.11506730159171913,0.0624616311631772,,"[0.11213900342650904, 0.11799596506730649]"
seed0_init_l11_h_full_A_iid,full,all,20000,0.6197321453499222,0.6197558337309063,0.6667235359978713,"[0.6082605874462093, 0.6306263422327205]"
seed0_init_l11_h_full_B_iid,full,all,20000,0.6072257726546666,0.6002381638976249,0.6511147939387428,"[0.5959938441960567, 0.6177505311434067]"
seed0_init_l11_h_full_C_iid,full,all,20000,0.6155019692731605,0.6127751453863375,0.6672300323599843,"[0.6048080897418836, 0.6259751950845621]"
seed0_init_l11_h_full_D_iid,full,all,20000,0.6281631636827858,0.6282194158556889,0.6777098117354446,"[0.6177207860279347, 0.6393581683994926]"
seed0_init_l11_h_full_current_iid,full,all,20000,0.5918761257337286,0.5915374954206445,0.6310426119840841,"[0.5845558240633265, 0.598759241966023]"
seed0_init_l11_h_full_current_iid,full,current_ne_previous,9976,0.4875592062741769,0.4871027325458601,0.4834961606359067,"[0.47820025269241284, 0.49751578685345194]"
seed0_init_l11_h_full_current_transfer,full,all,4979,0.5172130752048041,0.37371301886909297,0.6411993365443963,"[0.5114833363394459, 0.5230337229005093]"
seed0_init_l11_h_full_current_transfer,full,current_ne_previous,2530,0.49409400956684196,0.3445227949124065,0.475588177018453,"[0.4877560205892454, 0.5000724939269279]"
seed0_init_l11_h_full_previous_iid,full,all,18617,0.6064714288568044,0.5996017682032951,0.651634067757096,"[0.5983692831311926, 0.6147028321632616]"
seed0_init_l11_h_full_previous_iid,full,current_ne_previous,9976,0.5311972449186305,0.522648953248636,0.5460395303370859,"[0.5217588156889759, 0.5407408335971889]"
seed0_init_l11_h_full_previous_transfer,full,all,4644,0.5489491419633602,0.4501213964123235,0.6576342783687087,"[0.5381264884779424, 0.5592037552134159]"
seed0_init_l11_h_full_previous_transfer,full,current_ne_previous,2530,0.516413828105614,0.4097260849680474,0.5413047432309874,"[0.5057611418705404, 0.5262909037315887]"
seed0_init_l11_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l11_h_full_state_iid,full,all,20000,0.11450809854551114,0.06218155795224241,,"[0.11165997641256867, 0.11718862230947828]"
seed0_init_l11_m_full_A_iid,full,all,20000,0.6208012207055499,0.6207890964508469,0.665579092010904,"[0.609926877059151, 0.6311868989793732]"
seed0_init_l11_m_full_B_iid,full,all,20000,0.6085540561678289,0.6085641242861477,0.6497095515536186,"[0.5976290174795286, 0.6193329414614972]"
seed0_init_l11_m_full_C_iid,full,all,20000,0.6134428375462222,0.6102601791689634,0.6659009196074992,"[0.6029029035309037, 0.6241826048140895]"
seed0_init_l11_m_full_D_iid,full,all,20000,0.6232595630306386,0.6233139266322445,0.6760596169756932,"[0.6122757614108242, 0.6344722132555702]"
seed0_init_l11_m_full_current_iid,full,all,20000,0.5892257674205292,0.5889210162835292,0.6281071772170709,"[0.5820847701692959, 0.596793086742756]"
seed0_init_l11_m_full_current_iid,full,current_ne_previous,9976,0.48576895002717135,0.4853755593758353,0.4794831971548833,"[0.4759793178903441, 0.49518610342130365]"
seed0_init_l11_m_full_current_transfer,full,all,4979,0.5020153338294354,0.3256055869493371,0.628676482493619,"[0.500645943450677, 0.5036135067025563]"
seed0_init_l11_m_full_current_transfer,full,current_ne_previous,2530,0.4987971130713713,0.32962374138844724,0.4822329631645958,"[0.4972483193433368, 0.5]"
seed0_init_l11_m_full_previous_iid,full,all,18617,0.6054655697941598,0.6054661592111167,0.6510764285456128,"[0.5968059206043512, 0.6133731807387558]"
seed0_init_l11_m_full_previous_iid,full,current_ne_previous,9976,0.5347958448691111,0.5347824285708156,0.5493791581052706,"[0.5251611993815948, 0.5456695448452971]"
seed0_init_l11_m_full_previous_transfer,full,all,4644,0.5084579489599161,0.3437424575752846,0.6406539208874985,"[0.5053319151227251, 0.5119503919035726]"
seed0_init_l11_m_full_previous_transfer,full,current_ne_previous,2530,0.5032301998686168,0.34495938634099677,0.5377020203125068,"[0.5005241150722571, 0.5059466514378395]"
seed0_init_l11_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l11_m_full_state_iid,full,all,20000,0.11555661454596539,0.0633594380217876,,"[0.11252721104965609, 0.11841527191874662]"
seed0_init_l11_u_full_A_iid,full,all,20000,0.6186536952136794,0.6186643468964684,0.6648729452950969,"[0.6075490495586939, 0.6301208536970279]"
seed0_init_l11_u_full_B_iid,full,all,20000,0.6100995976484906,0.6101008653937987,0.6505606320237604,"[0.5992338626730973, 0.6214774418178564]"
seed0_init_l11_u_full_C_iid,full,all,20000,0.6163120814265118,0.6134844782730591,0.6672831744691947,"[0.6056636311128731, 0.6276023207337971]"
seed0_init_l11_u_full_D_iid,full,all,20000,0.626560993960461,0.6266149682909392,0.6774487081385095,"[0.6151049822988818, 0.637142333650747]"
seed0_init_l11_u_full_current_iid,full,all,20000,0.5919823738601746,0.5916896894648993,0.630478864389279,"[0.5847828528418543, 0.5991277743921146]"
seed0_init_l11_u_full_current_iid,full,current_ne_previous,9976,0.4860767583419349,0.48571447137433754,0.4821334918598407,"[0.47632927814384535, 0.49506721408868576]"
seed0_init_l11_u_full_current_transfer,full,all,4979,0.5241601237535111,0.38837584677642667,0.6389934308569031,"[0.5180181815712632, 0.5310874030740109]"
seed0_init_l11_u_full_current_transfer,full,current_ne_previous,2530,0.49679948946841085,0.35141096979332276,0.4740562072278222,"[0.4903787808123322, 0.503499892559428]"
seed0_init_l11_u_full_previous_iid,full,all,18617,0.6054540170218927,0.5985569697966572,0.6514648695841545,"[0.5981665980213227, 0.613430847843058]"
seed0_init_l11_u_full_previous_iid,full,current_ne_previous,9976,0.5325010691696491,0.5239920139630081,0.5464893050879613,"[0.5237872332388446, 0.5423322847006448]"
seed0_init_l11_u_full_previous_transfer,full,all,4644,0.5733248873350895,0.5148008774983561,0.6525527472404992,"[0.5594403160179577, 0.5868350193197832]"
seed0_init_l11_u_full_previous_transfer,full,current_ne_previous,2530,0.5261913080871878,0.46086104690608437,0.5432942413311823,"[0.5113561853497641, 0.5408980933464339]"
seed0_init_l11_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l11_u_full_state_iid,full,all,20000,0.11422384645859093,0.061996930483929846,,"[0.1111653600735519, 0.11718564129037826]"
seed0_init_l1_h_full_A_iid,full,all,20000,0.6062594944679836,0.6062661854493684,0.6488958065059696,"[0.59425868315985, 0.6168056556622038]"
seed0_init_l1_h_full_B_iid,full,all,20000,0.5999924391985887,0.5998834293977733,0.6388607221129706,"[0.5884539952345571, 0.6125920824418449]"
seed0_init_l1_h_full_C_iid,full,all,20000,0.6094438538265583,0.606764514157243,0.6577969979628492,"[0.5982691281114043, 0.6200937322665665]"
seed0_init_l1_h_full_D_iid,full,all,20000,0.6230511207497642,0.6230368968774816,0.6732162864237264,"[0.6117507748931961, 0.6338595976492508]"
seed0_init_l1_h_full_current_iid,full,all,20000,0.5848778410765025,0.5839627909609264,0.6204127051141298,"[0.5776634916506216, 0.592515580522826]"
seed0_init_l1_h_full_current_iid,full,current_ne_previous,9976,0.48493925830174056,0.48376881308303465,0.47223350343581283,"[0.47579611369833674, 0.49425015001028316]"
seed0_init_l1_h_full_current_transfer,full,all,4979,0.5378447051463146,0.4611651293663215,0.6261195489486328,"[0.5283057761086023, 0.5479863090474465]"
seed0_init_l1_h_full_current_transfer,full,current_ne_previous,2530,0.4900371960515057,0.3986786980101493,0.4551650383367471,"[0.4775970968842955, 0.5030466398718589]"
seed0_init_l1_h_full_previous_iid,full,all,18617,0.6042526614966135,0.604208965850517,0.6479481040924988,"[0.5964428107319918, 0.6116210013104143]"
seed0_init_l1_h_full_previous_iid,full,current_ne_previous,9976,0.5358381646939281,0.535775582008897,0.5485816620523556,"[0.52628982077358, 0.5458935498774041]"
seed0_init_l1_h_full_previous_transfer,full,all,4644,0.5695905053109477,0.5028634755209387,0.6538605147105264,"[0.5560764935738017, 0.5829857466300459]"
seed0_init_l1_h_full_previous_transfer,full,current_ne_previous,2530,0.5246621509705913,0.4480700515111623,0.5532711086498477,"[0.5117292330931289, 0.5392188146405129]"
seed0_init_l1_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l1_h_full_state_iid,full,all,20000,0.11040090382900383,0.053180208510200735,,"[0.10774922361957825, 0.11306531811932594]"
seed0_init_l1_m_full_A_iid,full,all,20000,0.604506180252796,0.6045258625467931,0.6462619886701597,"[0.5928818745798955, 0.615565242124987]"
seed0_init_l1_m_full_B_iid,full,all,20000,0.597495893792394,0.5973852938961679,0.6381833619621805,"[0.5854040719979656, 0.609350928374573]"
seed0_init_l1_m_full_C_iid,full,all,20000,0.6088161939147365,0.6058961200327128,0.6563585308700902,"[0.5986058703066681, 0.6194023120229855]"
seed0_init_l1_m_full_D_iid,full,all,20000,0.6211227492719741,0.6210961305421216,0.6711177344807432,"[0.6095040969885973, 0.6321245871623399]"
seed0_init_l1_m_full_current_iid,full,all,20000,0.5807513784233194,0.5797794640640596,0.6183366431452905,"[0.5731221358429734, 0.5882041169875515]"
seed0_init_l1_m_full_current_iid,full,current_ne_previous,9976,0.4783282527677828,0.4771786404040639,0.4690466945776217,"[0.46802269330075014, 0.4883638018182623]"
seed0_init_l1_m_full_current_transfer,full,all,4979,0.5003793626707133,0.3208401173268373,0.6244529761916328,"[0.5, 0.5009758096817054]"
seed0_init_l1_m_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4602228512889235,"[0.5, 0.5]"
seed0_init_l1_m_full_previous_iid,full,all,18617,0.6018086410579637,0.5945778667965537,0.6478005565422466,"[0.594205664984048, 0.6100282060799673]"
seed0_init_l1_m_full_previous_iid,full,current_ne_previous,9976,0.5327587149384705,0.5233596375030052,0.5495073780744657,"[0.5239517664029925, 0.54191225968535]"
seed0_init_l1_m_full_previous_transfer,full,all,4644,0.5213892428695094,0.37757770892671616,0.6512282611522472,"[0.5151880022630032, 0.5282388702425628]"
seed0_init_l1_m_full_previous_transfer,full,current_ne_previous,2530,0.5093571414731286,0.3645412751036074,0.5495027504826862,"[0.50418446797738, 0.5149410255243673]"
seed0_init_l1_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l1_m_full_state_iid,full,all,20000,0.10852100779419754,0.050662082398042894,,"[0.10579676622355297, 0.11127437064476997]"
seed0_init_l1_u_full_A_iid,full,all,20000,0.6056718013336133,0.6056800950369107,0.6491936172088979,"[0.5931795362090337, 0.617429386225998]"
seed0_init_l1_u_full_B_iid,full,all,20000,0.5999234954165293,0.5998035067297922,0.6393910188726248,"[0.588684870681344, 0.6117294292101575]"
seed0_init_l1_u_full_C_iid,full,all,20000,0.6089067475088086,0.6060887018232701,0.6584729747923695,"[0.598647400137032, 0.6191302512138561]"
seed0_init_l1_u_full_D_iid,full,all,20000,0.6243709881670153,0.6243773989521946,0.6728884424442958,"[0.6138170272820787, 0.6345746814282831]"
seed0_init_l1_u_full_current_iid,full,all,20000,0.5839490707172157,0.5831251800036918,0.6213997738284043,"[0.576484391876806, 0.5909035066602629]"
seed0_init_l1_u_full_current_iid,full,current_ne_previous,9976,0.48375690136950183,0.482736241498322,0.4744276324886089,"[0.47486999349014863, 0.4925252966517888]"
seed0_init_l1_u_full_current_transfer,full,all,4979,0.5987456906796922,0.5912015457200512,0.6377356889763652,"[0.5831340377693895, 0.6133453368467626]"
seed0_init_l1_u_full_current_transfer,full,current_ne_previous,2530,0.4789774492296711,0.46851938095152657,0.4653969214345138,"[0.459365715719076, 0.4989937515472106]"
seed0_init_l1_u_full_previous_iid,full,all,18617,0.6023376494860027,0.6022998217434931,0.6477408931996145,"[0.5941910916377255, 0.6101194300527245]"
seed0_init_l1_u_full_previous_iid,full,current_ne_previous,9976,0.531507706060343,0.5314743360953823,0.5468482406130121,"[0.520967214079891, 0.5410746155452478]"
seed0_init_l1_u_full_previous_transfer,full,all,4644,0.5778582335479509,0.5431817449903842,0.6564610028941785,"[0.5642413232899433, 0.5910315669743618]"
seed0_init_l1_u_full_previous_transfer,full,current_ne_previous,2530,0.5253478183962633,0.48251805418019067,0.5453331174866445,"[0.5069087691249513, 0.5420746698641827]"
seed0_init_l1_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l1_u_full_state_iid,full,all,20000,0.1102530728552839,0.05349001430663708,,"[0.10736050716408511, 0.11312068997574028]"
seed0_init_l2_h_full_A_iid,full,all,20000,0.6111907391862856,0.6112239612339501,0.6534901897800957,"[0.5998543259889643, 0.6226182381226454]"
seed0_init_l2_h_full_B_iid,full,all,20000,0.6019365137637005,0.6018535723227185,0.6409413734097701,"[0.5900224561921584, 0.6136090790784324]"
seed0_init_l2_h_full_C_iid,full,all,20000,0.6086016954012905,0.6058352713685862,0.6595782986626739,"[0.5973166058889419, 0.6197616666292671]"
seed0_init_l2_h_full_D_iid,full,all,20000,0.6259590587957836,0.6259393175928789,0.6745512643041712,"[0.6144950604128668, 0.637100019819402]"
seed0_init_l2_h_full_current_iid,full,all,20000,0.5838316933597403,0.5753379328071249,0.6229348771044655,"[0.5765338396730387, 0.5913063960757303]"
seed0_init_l2_h_full_current_iid,full,current_ne_previous,9976,0.48071909295827187,0.4681401447797025,0.474048760567094,"[0.47216031556949517, 0.4898801834555585]"
seed0_init_l2_h_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6316043592219617,"[0.5, 0.5]"
seed0_init_l2_h_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4599853365927017,"[0.5, 0.5]"
seed0_init_l2_h_full_previous_iid,full,all,18617,0.6046202313348827,0.6045733065579338,0.6485982809521055,"[0.5959564323322819, 0.6129782068473213]"
seed0_init_l2_h_full_previous_iid,full,current_ne_previous,9976,0.5349276019409046,0.5348783182217098,0.5485668705323983,"[0.5243833732486717, 0.5452632087093684]"
seed0_init_l2_h_full_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.6541261549778757,"[0.5, 0.5]"
seed0_init_l2_h_full_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.550045909090625,"[0.5, 0.5]"
seed0_init_l2_h_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_init_l2_h_full_state_iid,full,all,20000,0.11112003822943634,0.055678482663801314,,"[0.10839501108959501, 0.11386182243132117]"
seed0_init_l2_m_full_A_iid,full,all,20000,0.6108710907002166,0.6109038815768509,0.6542430852684297,"[0.5992133486985345, 0.6223075603302266]"
seed0_init_l2_m_full_B_iid,full,all,20000,0.5996005503334838,0.5995444747006109,0.639379391488771,"[0.5873801319884979, 0.6117565304824769]"
seed0_init_l2_m_full_C_iid,full,all,20000,0.6116062246510564,0.6088106621978473,0.6609919747714786,"[0.6007971389964643, 0.6232281567684311]"
seed0_init_l2_m_full_D_iid,full,all,20000,0.6228170437533325,0.6228194247996228,0.6746554754310478,"[0.6111124916446086, 0.63314471674182]"
seed0_init_l2_m_full_current_iid,full,all,20000,0.5872184224483155,0.5865557338006658,0.6225041698586475,"[0.5795624870737717, 0.5940579203035918]"
seed0_init_l2_m_full_current_iid,full,current_ne_previous,9976,0.48287334921813957,0.4819802203557113,0.4740059535867828,"[0.47337264838653054, 0.4927246646834258]"
seed0_init_l2_m_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.6229407067317687,"[0.5, 0.5]"
seed0_init_l2_m_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4588102638850779,"[0.5, 0.5]"
seed0_init_l2_m_full_previous_iid,full,all,18617,0.6021106354902319,0.5947233769430293,0.6486874468765887,"[0.5935771445496747, 0.6106822415372805]"
